track_id,artist,title,timestamp
TRAACOW128F933E35F,Faye Adams,Crazy Mixed Up World,2011-08-02 12:30:02.171754
TRAACPE128F421C1B9,Terry Callier,Do You Finally Need A Friend,2011-08-01 16:32:25.923846
TRAACQT128F9331780,John Wesley,The Emperor Falls,2011-08-01 17:55:03.861469
TRAACSL128F93462F4,The Shangri-Las,Twist and Shout,2011-09-14 11:34:32.833652
TRAACTB12903CAAF15,Billie Jo Spears,It Makes No Difference Now,2011-08-05 09:32:15.534078
TRAACVS128E078BE39,"Mike Jones (Featuring CJ, Mello & Lil' Bran)",Laws Patrolling (Clean Album Version),2011-08-01 15:02:40.856987
TRAACZK128F4243829,Sierra Maestra,¿Dónde Va Chichi?,2011-09-07 21:44:25.696999
TRAADDS128F425C68B,Butthole Surfers,"Barking Dogs (From ""Piouhgd"")",2011-08-09 18:04:33.122574
TRAADED128F42741FD,Despina Vandi,Oute ena euxaristo,2011-08-04 14:59:59.939334
TRAADEV128F9348C0A,Javier Navarrete,Midnight Swim,2011-08-02 02:32:27.234648
TRAADHS12903CE70A9,Jacob Young,In A Subtle Way,2011-08-04 09:38:40.450280
TRAADIV12903CB15C1,Scarlet's Remains,Spin,2011-08-11 16:24:51.052059
TRAADLH12903CA70EE,The Suicide Machines,Burning in the Aftermath,2011-08-08 23:25:56.665056
TRAADLN128F14832E9,The Rolling Stones,Angie,2011-08-04 22:07:34.989938
TRAADLR12903CF8D7E,Roberto Torres,Sabor Guajiro,2011-08-02 04:07:57.912290
TRAADLX128F1469250,Loudon Wainwright III,Human Cannonball,2011-08-11 12:12:24.074647
TRAADMH128F9343E59,R.L. Burnside,Glory Be,2011-08-01 15:58:27.780942
TRAADNA128F9331246,Stevie Ray Vaughan,Crossfire,2011-09-08 01:00:35.845768
TRAADOF12903CAA1C1,John Hammond,I Can't Be Satisfied,2011-09-07 16:25:41.270978
TRAADQX128F422B4CF,Casiotone for the Painfully Alone,Nashville Parthenon,2011-08-05 11:38:59.234648
TRAADRN128F932D607,EC8OR,Cocaine Ducks,2011-08-11 02:57:18.110424
TRAADVH128EF34DE7A,New York Dolls,Human Being,2011-08-08 16:38:05.131773
TRAADYB128F92D7E73,Eliane Elias,The More I See You,2011-08-10 22:05:46.061480
TRAADYI128E078FB38,Lost Boyz,Certain Things We Do,2011-08-05 09:59:08.391517
TRAAEAM128F934B199,The Germs,Forming,2011-08-05 00:41:23.919716
TRAAEDJ12903CCE390,Yamandú Costa,Mafuá,2011-08-09 04:39:50.851532
TRAAEEH128E0795DFE,Chris Rea,Driving Home For Christmas,2011-08-01 08:58:56.985511
TRAAELO128F9302DD1,Perrey & Kingsley,Spooks in Space,2011-08-10 05:33:15.283860
TRAAEMJ128F425A917,Eurythmics,Tous Les Garçons Et Les Filles,2011-08-03 16:24:27.191879
TRAAENC128F1451DE9,Francis Dunnery,Too Much Saturn,2011-08-08 18:55:10.543448
TRAAEOU128F9309DE0,Suzanne Ciani,Stream,2011-08-15 13:23:38.445054
TRAAERU128F930674F,Vickie Winans,Make Me Over,2011-08-10 07:16:34.069818
TRAAEUB12903CDD3EA,The Berzerker,Deform [Live],2011-09-08 00:48:31.981457
TRAAEWG128F930B3A4,Kings of Leon,Wicker Chair,2011-09-07 23:37:39.035423
TRAAEXM128F92D47C8,Edith Lefel,An ti chans',2011-08-03 05:28:17.011392
TRAAFEB128F92F8694,Taras,I Will Love Again (JJ's Club Radio),2011-08-04 05:24:00.279585
TRAAFJW128F428A424,NOFX,Stickin In My Eye,2011-08-05 14:54:46.477640
TRAAFKJ12903D02552,Murskahumppa,Ota kiinni,2011-08-11 18:33:40.922626
TRAAFMS128F933AB23,Soda Stereo,Entre Caníbales,2011-08-13 00:52:06.745095
TRAAFON128F42926FB,Bruce Rowland,Rosemary Recalls,2011-08-11 18:38:17.680798
TRAAFRU128F9339158,XCultures,Sudanese Dance,2011-08-08 18:45:24.557054
TRAAFSM128F425A2C5,White Heart,Where The Thunder Roars (Tales Of Wonder Album Version),2011-08-02 09:36:52.064170
TRAAFUJ128F933F42B,Heavy D,Wanna Be a Player,2011-08-03 00:08:52.578494
TRAAFYL128E07856A7,Van Halen,Panama (Remastered Album Version),2011-09-07 15:55:58.042959
TRAAGCZ128F93210FD,Black Eyed Peas,Let's Get It Started,2011-08-04 21:40:05.206836
TRAAGEC128E079252C,Nine Inch Nails,Metal,2011-08-02 20:12:30.213672
TRAAGGE128F9325E2C,Nick Cave and the Bad Seeds,She Fell Away (2009 Digital Remaster),2011-08-11 17:47:44.299946
TRAAGHM128EF35CF8E,Nadine Renee,Next Time,2011-08-04 20:06:13.024299
TRAAGJV128F1464090,Lesley Gore,It's My Party,2011-08-01 08:59:50.921310
TRAAGKF128F932D5A2,Smartbomb,Complicate It,2011-08-02 09:07:59.368756
TRAAGKQ128F92EAF39,The Suburbs,Monde de fou,2011-08-01 12:58:06.776843
TRAAGKS128F9314884,Emperor,Opus a Satana (Part 2),2011-09-07 19:37:08.442458
TRAAGMJ12903CAD7D4,Julien Clerc,This Melody (Live),2011-09-07 17:04:06.373500
TRAAGNL128F4299BF1,Glen Campbell,I'm Gone This Time,2011-08-11 06:33:15.473601
TRAAGOH128F42593CE,T.G. Sheppard,You Feel Good All Over,2011-08-04 05:21:15.511235
TRAAGPF12903CE027E,Slim Whitman,Indian Love Call,2011-08-16 01:32:16.796178
TRAAGPH128F4273C8D,Savage Garden,You Can Still Be Free,2011-08-09 05:06:09.717990
TRAAGPJ128F428CD1B,Queens Of The Stone Age,I Never Came,2011-08-12 11:58:21.495078
TRAAGUA128F93236E8,Hank Penny & The Lincoln Penny Orchestra,Dixie,2011-09-14 11:12:09.200271
TRAAGVF128E0789785,Inspiral Carpets,Commercial Reign,2011-08-04 09:28:46.800346
TRAAGVM128E0784D95,Borialis,Hourglass,2011-08-08 13:55:08.604177
TRAAGXN128F92DE52C,The Dirty Skirts,Wake,2011-09-07 20:21:22.465933
TRAAGZU128EF360F47,Flor Silvestre,Caricia Y Herida,2011-08-12 01:43:33.664560
TRAAHDH128F93094B6,Bézu,Le tortillard,2011-08-03 11:01:28.753774
TRAAHEG128E07861C3,Redman,WKYA (Drop),2011-08-03 07:09:24.680930
TRAAHEH128F427FCEF,Solistiyhtye Suomi,Teräslintu,2011-08-15 18:05:16.783401
TRAAHEQ128F93057B4,Eddie Cantor,Now'S The Time To Fall In Love,2011-08-12 10:33:01.266917
TRAAHJX128F9312B83,Kai Winding,Mangos,2011-08-12 09:29:45.933214
TRAAHKE128F421389B,Sonny Simmons,A Distant Voice,2011-08-04 00:01:16.584813
TRAAHMO128F92DE7C9,Mira,Openbare Weg,2011-08-04 13:40:40.986825
TRAAHPZ12903CB4643,Citizen Kaned,President Johnson,2011-08-04 07:45:48.531285
TRAAHRF128F92FE234,Brooklyn Tabernacle Choir,Lead Me Lord,2011-08-10 12:57:52.756434
TRAAHVY128F92E25D6,Vince Guaraldi & Bola Sete,Choro,2011-08-09 20:28:30.272139
TRAAHXN128F9326097,Maurice Chevalier,Ma Louise,2011-08-02 02:11:08.626604
TRAAHYV128F932A425,Carl Cox,I Want You (Forever),2011-08-04 03:23:38.177171
TRAAHZP12903CA25F4,Organized Konfusion,Hate,2011-08-02 05:33:25.650232
TRAAIAE128F42AC53D,Martina McBride,I Can't Stop Loving You,2011-08-09 01:56:39.984026
TRAAIAN12903CFF16D,Horace Andy,Thank You Lord,2011-08-02 06:58:21.126044
TRAAIAX128F930531B,Nazz,How Can You Call That Beautiful,2011-08-11 22:49:27.120158
TRAAIBB12903CECB35,Tyrone Davis,Cheatin' In The Next Room,2011-08-12 11:31:39.910727
TRAAIDY128F92CA454,Hot Tuna,Candy Man,2011-08-10 06:27:53.294290
TRAAIFG12903CB0BCB,Richard Burton,I See The Boys Of Summer,2011-08-12 15:09:17.121596
TRAAIGD12903CA2F3C,Rory Block,Three is a Crowd,2011-08-01 20:04:09.207317
TRAAIHL128F92E6DDA,Boyz II Men,On Bended Knee,2011-08-04 22:21:20.923800
TRAAIIE128F4288BB1,Howard Armstrong,My Four Reasons,2011-08-01 13:48:36.376871
TRAAIII128F427D5D8,Donny Hathaway,Little Girl (LP Version),2011-09-07 18:06:10.372302
TRAAILM128F93480BB,Miguel Gallardo,Eternamente Amame,2011-08-12 15:14:14.278675
TRAAINT128F933BBE0,Les Ogres de Barback,Niev nietch nievitch,2011-08-05 17:56:03.788469
TRAAIRG128F93265E8,DJ X-Change featuring DJ Joey A,Come Over,2011-09-08 00:24:54.661364
TRAAIXN128F428027A,Morel,Blue Taxi,2011-08-03 10:27:19.393390
TRAAIXU128F4241E5C,Tony Joe White,I Want Love (Tween You & Me) (Album Version),2011-08-11 12:30:43.515155
TRAAIYR12903CD290D,Wolfmother,White Feather,2011-08-10 18:47:26.403411
TRAAJAC128F148B530,The Roches,Christlike Roche,2011-08-08 15:24:25.160058
TRAAJBU128F9326C02,Bob Margolin,You Rascal You,2011-09-07 14:34:00.972928
TRAAJJG128F4284B27,The Verve Pipe,Medicate Myself,2011-08-03 16:49:35.496536
TRAAJJV128F42A2F99,Bob Neuwirth,Biding Her Time,2011-08-02 22:32:14.421376
TRAAJMH128E0785407,Marvin Sapp,More And More  (LP Version),2011-08-03 05:46:56.715287
TRAAJNM12903CF4750,James Hunter,Cowboy Ways,2011-08-05 19:48:05.694892
TRAAJSX128F4275A1D,Nelson Ned,Brasas Vivas,2011-08-09 03:53:33.913299
TRAAJVJ128F42570AD,Mish Mash,Kolomeyke,2011-08-09 17:42:09.673219
TRAAJXQ128F92E65BF,Cama,In This Life,2011-08-11 05:03:10.879316
TRAAJYX128F4255568,Maxi Priest,Groovin' In The Midnight,2011-08-04 03:26:42.589973
TRAAKAS128F4246013,Porcupine Tree,Waiting,2011-09-14 11:39:45.621062
TRAAKAV128F931BE25,Ragheb Alama,A'chek Ouyounik (2009 Digital Remaster),2011-08-10 23:53:21.786813
TRAAKDF128F92FA302,Foo Fighters,Hell,2011-08-16 02:02:58.347559
TRAAKDG128F42A0ECB,Shakira,Hips Don't Lie,2011-08-02 21:05:37.046949
TRAAKJJ128F4228346,The Avengers,Juoksuhauta-twist (Elämä juoksuhaudoissa),2011-09-07 16:21:23.611530
TRAAKNS12903CC5198,Robben Ford,I Got Over It (Album Version),2011-08-16 01:53:12.659615
TRAAKQS128F4224DE1,Brazilian Tropical Orchestra,One Less Bell To Answer,2011-08-02 04:31:20.746755
TRAAKSB128F934D73A,Gil Semedo,Festa,2011-08-04 21:03:16.904083
TRAAKTK128F9343DCC,Soda Stereo,Te Hacen Falta Vitaminas,2011-08-03 03:42:11.333811
TRAAKVA128F934E69E,xmilk,Sense And Trick,2011-08-04 00:46:26.070623
TRAAKVD12903CE8474,Dolce,Fire (Oscar G Space Vocal Mix),2011-08-12 07:55:02.300120
TRAAKVZ12903D074BB,Britt Nicole,Hanging On (Medium Key Performance Track Without Background Vocals),2011-08-15 10:22:58.191637
TRAAKXN128F92E71B1,Schizoid,Grim Prospects (Version 2 Remix),2011-08-06 05:02:11.814595
TRAALCM128F4264370,Toni Braxton Featuring Shaggy,Christmas In Jamaica,2011-09-07 11:45:45.923635
TRAALDU128F930D56B,Perrey & Kingsley,Gossippo Perpetuo,2011-09-07 19:47:20.511971
TRAALEO128F42A7AEA,Sven Tasnadi,2190 Dias Contigo,2011-09-07 19:50:10.734095
TRAALHD12903D0BD6A,Eddie Money,No Control,2011-08-09 18:55:56.981706
TRAALNG12903D014E9,Enthroned,The Vitalized Shell,2011-08-05 02:29:11.710238
TRAALRZ128F429024E,Suzanne Ciani,Mozart,2011-09-07 15:42:00.600067
TRAALSV128F4282B9B,Milan Band,Ciao Milan,2011-09-07 11:58:49.290618
TRAALUX12903CFD50B,Johnny Osbourne,Lend Me Your Chopper,2011-08-12 03:24:41.869794
TRAALZC128F92E11A6,Dolly Parton,Letter To Heaven,2011-08-11 02:48:11.385124
TRAALZN128F932D457,The Rance Allen Group,Heaven is where the heart is,2011-08-05 03:37:23.829750
TRAAMES128F42AF068,Pearl Jam,Inside Job,2011-08-05 03:17:30.641190
TRAAMFT128F93128AD,Mastodon,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),2011-09-07 19:58:16.571931
TRAAMGJ12903CD315C,Kiril Valeri,Bulgarian Dream,2011-09-07 18:29:55.071603
TRAAMII128F933B583,Word,Amalgama,2011-08-02 16:18:28.501437
TRAAMJY128F92F5919,DJ Quik,Born and Raised In Compton,2011-08-02 05:39:45.219036
TRAAMKI128F428537A,Hank Locklin,We're Gonna Go Fishin',2011-08-03 09:23:43.114932
TRAAMKL128F9347D8A,BT,Robbers Kill Cop,2011-08-12 07:39:47.770192
TRAAMKP12903CC74F4,2-4 Grooves feat. Reki D.,Relax,2011-09-06 21:25:46.713054
TRAAMKW128F4249CF0,The Jordanaires,Sweet By And By,2011-09-07 12:14:53.055148
TRAAMPA128F92E7D0D,Descendents,Orgofart,2011-08-02 18:53:28.145066
TRAAMSO128EF348DCC,L.A. Guns,Bitch Is Back,2011-08-10 14:20:23.980054
TRAAMXP128F4264F6A,Bare Jr.,Naked Albino,2011-08-06 07:08:30.492781
TRAAMYQ128F148B753,Shelley Fabares,Johnny Loves Me (LP Version),2011-08-01 23:26:52.382173
TRAAMZB12903CAB002,Norrie Paramor,Dearly Beloved,2011-08-02 19:34:18.449529
TRAAMZR128F9315DCC,Gary Hobbs,The Look Of Love,2011-08-02 03:55:44.400565
TRAANBH128F9345A6C,Diesel Boy,Cooler Than You,2011-08-09 13:05:25.979609
TRAANKK128F42531BC,Angelo Badalamenti,Taryn's Deepest Fear,2011-08-03 13:13:16.913637
TRAANLO128F422AE37,Cradle of Filth,Summer Dying Fast,2011-08-10 17:24:12.907923
TRAANLZ128F934EC42,Jim Chappell,Still,2011-09-06 20:58:15.815944
TRAANMF12903CEAFEF,LADYBUG,SnapShot,2011-08-08 17:51:49.420454
TRAANRI12903CD0A9C,Bandido,End Of The Road (Head Horny’s Remix),2011-08-08 16:34:19.957768
TRAANTD128F9323B23,Brixx,7 miles (original mix),2011-08-09 21:07:50.695090
TRAANTZ128E0792529,Nine Inch Nails,The Frail,2011-08-05 13:58:11.789283
TRAAODT12903D0D16E,Susana Seivane,Para Milladoiro,2011-08-02 21:05:24.727374
TRAAOEH128F426A82F,Leland Martin,Stone Cold Fingers (Bonus Track),2011-08-12 15:56:37.954739
TRAAOIN128F9303790,Test Icicles,Snowball,2011-08-02 04:41:52.984355
TRAAOJI128F1458DCD,Heaven 17,(We Don't Need This) Fascist Groove Thang,2011-08-12 20:08:27.476147
TRAAOPW128F428AE31,React,Drunk Alone,2011-08-11 21:48:34.268152
TRAAORY128F934984F,Sven Tasnadi,Charisma,2011-08-02 08:44:34.803161
TRAAOTD128F42322FC,Mance Lipscomb,Going Down Slow,2011-08-12 18:32:29.874908
TRAAOTT128F14AE002,Scott Wesley Brown,All Rise,2011-08-04 03:49:09.584736
TRAAOTT128F9342E04,Flávio José,Jogo Limpo,2011-08-09 22:46:12.252912
TRAAOXM12903CFB3B0,Moss,Silent Hill,2011-08-02 00:22:39.268538
TRAAOYG128F9314996,Pery Ribeiro,Our Love Is Here To Stay,2011-08-15 11:11:01.703362
TRAAPCC128F42519A7,Soular,Everything Changes,2011-08-08 17:18:39.761804
TRAAPFQ128F42684DB,Dimmu Borgir,Master of Disharmony,2011-08-04 01:29:01.467656
TRAAPGF128F1458F8B,Public Image Ltd.,(This Is Not A) Love Song (Live),2011-08-13 01:09:08.179045
TRAAPIV128F1493132,Gary Moore,What Are We Here For?,2011-08-09 17:26:23.701998
TRAAPLS12903CB2D40,Pascal sangla,Une petite pause,2011-08-01 20:35:11.908014
TRAAPPQ128F14961F5,The B-52's,Wig,2011-09-08 01:58:45.488822
TRAAPQQ128F427C750,Dakis,Perasmena Mesanihta,2011-08-16 00:30:16.202305
TRAAPSQ12903CAE86A,Sex Pistols,God Save the Queen (Live),2011-08-05 04:21:56.936360
TRAAPVV128F425D64C,Chris Brown,Forever,2011-08-02 14:42:17.783306
TRAAPWD128F931ACD4,Deekline & Wizard,Sun Is Shining,2011-08-04 13:42:39.341996
TRAAPXK128F934DF25,Daniela Dessì,NEW AGE,2011-08-16 09:19:29.186119
TRAAQBF12903CF796B,Hem,Have Yourself A Merry Little Christmas,2011-08-01 22:06:57.931907
TRAAQCK128F92E8C33,Lily Allen,U Killed It,2011-08-11 19:40:25.461029
TRAAQDJ128F92F95E0,The Pentangle,Rain And Snow,2011-09-07 23:25:53.993203
TRAAQDL12903CA8FB5,Dj Dips,Gerra De De,2011-08-05 18:33:43.915399
TRAAQEV12903CB5459,Ana Bekuta,Kako mi je pitas sad,2011-08-02 23:42:39.521185
TRAAQFC128F425ED83,Jason Miles,Voices On The Corner,2011-08-02 01:19:11.045362
TRAAQIH128F428BDEA,Busdriver,(Bloody Paw On The) Kill Floor,2011-08-02 23:30:06.370245
TRAAQLE128F424AE71,Byther Smith,I Wish My Mother Was Here,2011-08-12 11:10:27.801915
TRAAQLJ128F428E870,Bebo & Cigala,Inolvidable,2011-08-02 18:57:13.308849
TRAAQOH128F4265CE6,Bizarre Inc.,Miracle,2011-08-10 01:31:57.967589
TRAAQPS128F429161D,Bongzilla,Witch Weed (Live),2011-08-12 16:39:22.885786
TRAAQUC128F9322A82,The Gone Jackals,Not Buried Deep Enough,2011-08-10 20:41:46.994717
TRAAQUF12903CDF4A4,The Willis Brothers,Give Me 40 Acres (To Turn This Rig Around),2011-08-10 12:40:05.780916
TRAAQWF128F92D1AAD,Charlie Byrd,Ernesto Nazareth,2011-08-10 01:07:14.832145
TRAAQYN128F92ED77E,S.U.P.,The Cube (live),2011-08-03 18:15:52.080293
TRAAQYU12903CE68CE,Boogie Pimps,Get Back Down,2011-09-07 22:30:17.192257
TRAAQZF12903CEDCB8,Brian Keane,Battle Of The Rosebud / Cries,2011-08-04 05:19:39.198232
TRAAQZQ128EF35C51A,Aberdeen,Beyond the Light,2011-08-08 11:07:44.096612
TRAARHS128F931689D,The Killers,Spaceman,2011-08-10 04:54:49.532619
TRAARRG12903CDB456,Gloriana,Pulecenella 'e mò,2011-08-12 21:09:54.668928
TRAASDM12903CD474E,20/20,It Goes On,2011-08-12 15:37:27.390757
TRAASEO128F9337C48,José Augusto,Pecado de amor,2011-08-12 13:00:52.746559
TRAASFP128F42980BD,Orbital,Illuminate,2011-08-15 13:26:00.373616
TRAASGM128EF34DBB0,Bone Thugs-N-Harmony,Never Forget Me (Feat. Akon),2011-08-08 11:31:44.210159
TRAASIG128F92C3A6B,Moonsorrow,Ukkosenjumalan poika,2011-08-02 23:32:39.374576
TRAASKO128F427CE1C,N.W.A,A B***** Is A B***** (Edited),2011-08-03 02:52:45.159735
TRAASKQ128F4265E04,Rage Against the Machine,Kick Out The Jams,2011-08-12 12:11:09.771723
TRAASOD128F428154C,Jazz Gillum,Me and My Buddy,2011-08-02 12:58:44.090028
TRAASQC128F93480F0,Rise Against,Amber Changing,2011-08-11 08:42:44.944584
TRAASSO12903CDD2FF,Ultraviolence,Murder Academy,2011-08-01 21:59:12.240767
TRAASUZ128F9314950,Korn,Hey Daddy,2011-08-08 12:48:53.878279
TRAASYO128F4263883,Sir Neville Marriner,4 Sea Interludes Op. 33a: Storm,2011-08-05 14:42:31.615514
TRAASZE128F93499AE,Agnes,I Need You Now,2011-08-09 05:34:14.496615
TRAATBN128F14ACE82,James Horner,Atmosphere Station,2011-08-15 23:37:33.921563
TRAATGM12903C9CD7C,Tantric,Walk Away,2011-08-05 08:24:48.213333
TRAATIU128F4291A84,Mastodon,Shadows That Move,2011-08-15 21:17:32.023315
TRAATJK128F9339179,XCultures,Smile,2011-08-08 14:10:19.550029
TRAATLC12903D0172B,The Irish Tenors,Mountains Of Mourne,2011-08-03 03:38:35.708526
TRAATMY128F149562F,U2,Kite Live from Sydney,2011-09-07 21:14:02.102805
TRAATMY128F9334DAC,Little Joe,Loco (Crazy),2011-08-03 02:18:01.912408
TRAATNJ128F42631BA,Korn,Ever Be,2011-08-12 21:12:41.738174
TRAATNN128F92FD35F,Blind Blake & The Royal Victoria Hotel Calypsos,oh look misery,2011-08-15 21:19:15.139763
TRAATOA12903CAD615,Percy Faith,Yesterdays,2011-09-07 13:27:22.414783
TRAATPA128F146753C,Extreme,Teacher's Pet,2011-08-11 20:05:46.553372
TRAATQC128F425AF61,Alexandre Desplat,Palmer enquête,2011-08-10 04:35:59.190589
TRAATWQ12903CC5BA8,Prozak,Go To Hell,2011-08-04 07:41:09.159281
TRAATXO128F92D97A6,Jerry Butler,Moon River - Original,2011-09-07 18:21:09.314263
TRAATZQ128F425E5F1,Yvette Horner,La plus bath des Javas,2011-08-11 15:30:58.222536
TRAAUDN128F933F20D,Delta 9,Infidel,2011-08-11 19:19:01.109071
TRAAUEO128E0780CB9,Placebo,English Summer Rain,2011-08-10 01:20:27.980233
TRAAUGZ128F9307F78,Gertrudis,Intro,2011-08-05 14:14:37.555711
TRAAUIH128F4254C9D,Warrior King,Empress So Divine,2011-08-03 06:10:29.161277
TRAAUKK128F933A680,Soda Stereo,Terapia de Amor Intensiva,2011-08-15 17:11:05.852345
TRAAUMJ128F933BDB6,Lore,Haunting,2011-08-01 10:42:59.119263
TRAAUMN128F4273561,Soul Asylum,Lies Of Hate,2011-08-08 19:49:31.923943
TRAAUMZ12903CA97DC,Josh Groban,The First Noel (Duet With Faith Hill),2011-08-10 23:07:31.543468
TRAAUSW128F426646E,Horace Andy,Musical Episode,2011-08-01 22:38:56.265896
TRAAUWD128F930DD4E,Jimmy Wakely,Beautiful Brown Eyes,2011-08-12 05:58:30.626537
TRAAUZI12903CAFD53,The Nightraver & the Magican,Drop the Bass,2011-09-07 19:58:44.258047
TRAAUZX128F92F3D53,Rah Digga (Featuring Outsidaz),The Last Word (Amended Version),2011-08-09 02:15:54.583033
TRAAVAH128F4284D7C,Run-D.M.C.,Hard Times,2011-08-10 02:52:07.158566
TRAAVDZ128F148C948,Bert Kaempfert and His Orchestra,Just As Much As Ever,2011-09-07 15:16:26.755476
TRAAVGB12903CFAA99,Hank Locklin,Filipino Baby,2011-08-12 17:30:09.126686
TRAAVIH12903CFAC90,Lady May,The Boss,2011-09-07 13:11:24.260734
TRAAVIT128F92E657C,Nightwish,Escapist,2011-08-03 00:04:27.433887
TRAAVJL128F14ACADD,Angelo Badalamenti,Jeffrey's Dark Side,2011-08-08 19:57:47.864130
TRAAVKY12903CBBB93,Frank Chacksfield,Someone to Watch Over Me,2011-09-08 01:22:47.515030
TRAAVNN128F428A85D,Cesar Camargo Mariano/Helio Delmiro,Milagre Dos Peixes/ Musica Incidental: Cais/ Music Incidental: San Vicente,2011-08-05 03:28:56.042416
TRAAVOK12903CC4773,The Buzzhorn,Pinned To The Ground (album version),2011-08-03 08:58:02.930589
TRAAVOU128F422F292,Silverstein,Always And Never (Album Version),2011-08-01 08:55:51.997194
TRAAWAD128F92FA59F,The Secret Life Of Teenage Girls,Carpe PM,2011-08-09 00:43:52.986237
TRAAWDK128F92E2A17,Notorious B.I.G.,Who Shot Ya (Amended Album Version),2011-09-07 22:01:30.846955
TRAAWGY128F4298A09,Led Zeppelin,Poor Tom (Album Version),2011-08-08 20:16:51.573157
TRAAWOR128F92DF3C8,Sandi Thom,Wounded Hearts,2011-08-09 04:14:46.288541
TRAAWUH128F427F12C,The Field Mice,When Morning Comes To Town,2011-08-04 03:53:22.623989
TRAAWUM128F426009A,Eddie Higgins Trio,Estate,2011-08-12 20:13:09.334149
TRAAWVQ128F9313D31,Catherine Howe,Freedom Enough (From Silent Mother Nature),2011-08-13 00:31:13.124999
TRAAXCM128F427F97B,Malkit Singh,Hai Shava,2011-08-12 03:31:06.725604
TRAAXEJ12903CA7253,Rodney O & Joe Cooley,Nutty Block,2011-08-05 10:28:14.553354
TRAAXIR128F92D1938,Dean Martin,Until You Love Someone,2011-08-11 10:28:42.539080
TRAAXMC128F14A53EA,James Darren,Hello Young Lovers (LP Version),2011-08-02 11:00:06.122297
TRAAXMX128F9307699,Till West & DJ Delicious,Same Man,2011-08-16 11:47:24.640595
TRAAXPA128F92FC706,Carlos Núñez,Quiero Ir Ao Mar,2011-08-11 06:31:55.245478
TRAAXTY128F42725BC,Igor Stravinsky,The Owl and the Pussy-Cat,2011-08-05 06:55:26.037301
TRAAXUY128F426BA55,Gene Clark,Set You Free This Time,2011-08-11 03:27:51.528756
TRAAYCQ128F425EE32,Maysa,Bloco Da Solidao (1996 Digital Remaster),2011-08-12 21:42:59.862664
TRAAYGH128F92ECD16,The Shirelles,Will You Love Me Tomorrow,2011-08-09 23:06:40.145059
TRAAYNQ128EF35922B,The American Boychoir,"Stille nacht, heilige nacht",2011-09-08 05:22:42.361549
TRAAYPG128F933C941,JDS,Nine Ways,2011-08-08 20:02:25.554029
TRAAYRA128F92E9CC7,Jan Howard,Bad Seed,2011-08-05 07:18:47.837760
TRAAYTI128F933663B,Abraham LaBoriel,Exchange,2011-08-03 17:50:57.692384
TRAAYVL128F1473727,Michèle Arnaud,Marie D'Aquitaine,2011-08-05 05:27:59.545266
